contractSymbol,strike,lastPrice,bid,ask,impliedVolatility,expiry,option_type,market_price,spot_price,sigma,ticker
NVDA260803P00195000,195.0,1.56,1.5,1.56,0.44482977050781247,2026-08-03,put,1.53,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00197500,197.5,2.21,1.93,2.04,0.4338435522460938,2026-08-03,put,1.9849999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00200000,200.0,2.62,2.5,2.61,0.41992767578125,2026-08-03,put,2.5549999999999997,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00202500,202.5,3.45,3.2,3.35,0.40845318115234375,2026-08-03,put,3.2750000000000004,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00205000,205.0,4.45,4.15,4.25,0.3967345483398438,2026-08-03,put,4.2,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00207500,207.5,6.0,5.25,5.65,0.40955180297851557,2026-08-03,put,5.45,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00210000,210.0,7.39,6.5,7.0,0.40369248657226564,2026-08-03,put,6.75,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00212500,212.5,8.75,7.8,8.55,0.3991759301757813,2026-08-03,put,8.175,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00215000,215.0,10.83,9.5,10.25,0.3920959228515625,2026-08-03,put,9.875,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00217500,217.5,13.04,11.2,12.55,0.4294490649414063,2026-08-03,put,11.875,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00220000,220.0,14.68,13.25,14.15,0.37964487548828124,2026-08-03,put,13.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00222500,222.5,16.93,15.4,16.85,0.4506890869140625,2026-08-03,put,16.125,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00227500,227.5,18.2,20.4,21.5,0.4858449853515625,2026-08-03,put,20.95,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00230000,230.0,20.86,20.4,27.25,0.9057626611328125,2026-08-03,put,23.825,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00235000,235.0,25.73,26.45,30.7,0.5097705273437501,2026-08-03,put,28.575,206.83999633789062,0.35864999389632607,NVDA
NVDA260803P00240000,240.0,32.0,30.3,37.3,0.629886513671875,2026-08-03,put,33.8,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00135000,135.0,0.2,0.02,0.08,0.9687503125,2026-08-05,put,0.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00140000,140.0,0.06,0.03,0.09,0.91211025390625,2026-08-05,put,0.06,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00150000,150.0,0.07,0.06,0.11,0.79883013671875,2026-08-05,put,0.08499999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00155000,155.0,0.11,0.08,0.14,0.75195560546875,2026-08-05,put,0.11000000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00160000,160.0,0.11,0.11,0.18,0.7050810742187501,2026-08-05,put,0.145,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00165000,165.0,0.2,0.16,0.23,0.6611362011718751,2026-08-05,put,0.195,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00170000,170.0,0.26,0.23,0.3,0.6171913281250001,2026-08-05,put,0.265,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00175000,175.0,0.38,0.35,0.41,0.57812921875,2026-08-05,put,0.38,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00177500,177.5,0.27,0.43,0.49,0.5600629931640625,2026-08-05,put,0.45999999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00180000,180.0,0.6,0.52,0.6,0.5419967675781252,2026-08-05,put,0.56,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00182500,182.5,0.61,0.65,0.73,0.52539537109375,2026-08-05,put,0.69,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00185000,185.0,0.82,0.81,0.89,0.508793974609375,2026-08-05,put,0.8500000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00187500,187.5,1.15,1.0,1.11,0.5009815527343751,2026-08-05,put,1.0550000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00190000,190.0,1.41,1.26,1.37,0.485356708984375,2026-08-05,put,1.315,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00192500,192.5,1.69,1.6,1.72,0.47290566162109376,2026-08-05,put,1.6600000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00195000,195.0,2.2,2.01,2.13,0.4585015087890626,2026-08-05,put,2.07,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00197500,197.5,2.65,2.53,2.68,0.44836977416992185,2026-08-05,put,2.605,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00200000,200.0,3.66,3.15,3.3,0.43469803588867195,2026-08-05,put,3.2249999999999996,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00202500,202.5,4.19,3.95,4.1,0.4250545776367188,2026-08-05,put,4.025,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00205000,205.0,5.6,4.85,5.05,0.4155331884765625,2026-08-05,put,4.949999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00207500,207.5,6.5,5.95,6.5,0.42969320312500003,2026-08-05,put,6.225,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00210000,210.0,8.2,7.2,7.8,0.42200285034179685,2026-08-05,put,7.5,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00212500,212.5,9.75,8.55,9.35,0.4206600903320313,2026-08-05,put,8.95,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00215000,215.0,10.55,10.2,11.0,0.4155331884765625,2026-08-05,put,10.6,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00217500,217.5,13.4,12.0,12.85,0.4149228430175781,2026-08-05,put,12.425,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00220000,220.0,13.0,14.0,15.2,0.450200810546875,2026-08-05,put,14.6,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00222500,222.5,15.0,16.1,17.4,0.46655806884765627,2026-08-05,put,16.75,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00230000,230.0,20.28,22.25,24.25,0.5107470800781251,2026-08-05,put,23.25,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00232500,232.5,22.64,24.95,29.8,0.6264685791015626,2026-08-05,put,27.375,206.83999633789062,0.35864999389632607,NVDA
NVDA260805P00275000,275.0,68.23,65.25,72.3,0.9345709667968749,2026-08-05,put,68.775,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00050000,50.0,0.01,0.0,0.02,2.3750040624999995,2026-08-07,put,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00055000,55.0,0.04,0.0,0.02,2.2187544531249994,2026-08-07,put,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00060000,60.0,0.01,0.0,0.02,2.0937547656249995,2026-08-07,put,0.01,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00065000,65.0,0.04,0.0,0.03,2.031254921875,2026-08-07,put,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00070000,70.0,0.01,0.0,0.03,1.9062504687500001,2026-08-07,put,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00075000,75.0,0.02,0.0,0.03,1.78125109375,2026-08-07,put,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00080000,80.0,0.02,0.0,0.03,1.671876640625,2026-08-07,put,0.015,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00085000,85.0,0.03,0.0,0.04,1.609376953125,2026-08-07,put,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00090000,90.0,0.15,0.0,0.04,1.5156274218749999,2026-08-07,put,0.02,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00095000,95.0,0.01,0.01,0.04,1.453127734375,2026-08-07,put,0.025,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00100000,100.0,0.02,0.01,0.04,1.359378203125,2026-08-07,put,0.025,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00105000,105.0,0.03,0.02,0.04,1.2968785156249998,2026-08-07,put,0.03,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00110000,110.0,0.05,0.02,0.05,1.2343788281249999,2026-08-07,put,0.035,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00115000,115.0,0.05,0.02,0.04,1.1328168359375002,2026-08-07,put,0.03,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00120000,120.0,0.04,0.02,0.04,1.0546922265625,2026-08-07,put,0.03,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00125000,125.0,0.04,0.04,0.05,1.0234423828125,2026-08-07,put,0.045,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00130000,130.0,0.04,0.04,0.07,0.9726565234375,2026-08-07,put,0.05500000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00135000,135.0,0.07,0.04,0.08,0.9101571484375,2026-08-07,put,0.06,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00140000,140.0,0.08,0.06,0.09,0.86132951171875,2026-08-07,put,0.075,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00145000,145.0,0.08,0.08,0.11,0.8164080859374999,2026-08-07,put,0.095,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00150000,150.0,0.09,0.1,0.14,0.7695335546875001,2026-08-07,put,0.12000000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00155000,155.0,0.14,0.14,0.17,0.725588681640625,2026-08-07,put,0.15500000000000003,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00160000,160.0,0.19,0.18,0.22,0.6816438085937502,2026-08-07,put,0.2,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00165000,165.0,0.27,0.25,0.29,0.641605146484375,2026-08-07,put,0.27,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00170000,170.0,0.38,0.35,0.38,0.6020547607421877,2026-08-07,put,0.365,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00175000,175.0,0.51,0.49,0.52,0.5644574804687501,2026-08-07,put,0.505,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00180000,180.0,0.73,0.7,0.74,0.5293015820312501,2026-08-07,put,0.72,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00182500,182.5,0.94,0.85,0.89,0.5131884619140624,2026-08-07,put,0.87,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00185000,185.0,1.05,1.03,1.08,0.5009815527343751,2026-08-07,put,1.0550000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00187500,187.5,1.39,1.27,1.32,0.48682153808593753,2026-08-07,put,1.295,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00190000,190.0,1.68,1.57,1.62,0.4735160070800781,2026-08-07,put,1.5950000000000002,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00192500,192.5,2.03,1.94,2.01,0.4626518579101563,2026-08-07,put,1.9749999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00195000,195.0,2.49,2.41,2.49,0.45252012329101565,2026-08-07,put,2.45,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00197500,197.5,3.05,2.96,3.05,0.44116769775390624,2026-08-07,put,3.005,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00200000,200.0,3.65,3.65,3.75,0.4321345849609375,2026-08-07,put,3.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00202500,202.5,4.77,4.45,4.6,0.4246883703613281,2026-08-07,put,4.525,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00205000,205.0,5.6,5.4,5.55,0.41480077392578124,2026-08-07,put,5.475,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00207500,207.5,6.6,6.5,6.65,0.40491317749023437,2026-08-07,put,6.575,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00210000,210.0,7.9,7.8,8.05,0.40454697021484376,2026-08-07,put,7.925000000000001,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00212500,212.5,10.2,9.2,9.7,0.4106504248046875,2026-08-07,put,9.45,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00215000,215.0,10.95,10.75,11.05,0.38587039916992183,2026-08-07,put,10.9,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00217500,217.5,10.5,12.35,13.2,0.40918559570312496,2026-08-07,put,12.774999999999999,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00220000,220.0,15.88,14.45,15.0,0.3967345483398438,2026-08-07,put,14.725,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00222500,222.5,18.19,16.15,17.25,0.415044912109375,2026-08-07,put,16.7,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00225000,225.0,19.8,18.3,19.45,0.422857333984375,2026-08-07,put,18.875,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00230000,230.0,20.71,22.9,24.05,0.44385321777343745,2026-08-07,put,23.475,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00235000,235.0,28.17,27.75,30.1,0.6351354846191408,2026-08-07,put,28.925,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00240000,240.0,37.65,32.65,34.8,0.5097705273437501,2026-08-07,put,33.724999999999994,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00245000,245.0,40.8,36.1,40.0,0.7551294018554688,2026-08-07,put,38.05,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00250000,250.0,36.37,41.4,45.0,0.8159198095703124,2026-08-07,put,43.2,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00260000,260.0,56.7,52.65,55.0,0.735354208984375,2026-08-07,put,53.825,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00285000,285.0,78.0,77.6,79.75,0.9145516357421876,2026-08-07,put,78.675,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00290000,290.0,92.6,82.65,85.0,0.99804689453125,2026-08-07,put,83.825,206.83999633789062,0.35864999389632607,NVDA
NVDA260807P00390000,390.0,182.58,181.2,185.0,1.9624025317382814,2026-08-07,put,183.1,206.83999633789062,0.35864999389632607,NVDA
JNJ260821C00150000,150.0,81.2,0.0,0.0,1.0000000000000003e-05,2026-08-21,call,81.2,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00155000,155.0,76.4,0.0,0.0,1.0000000000000003e-05,2026-08-21,call,76.4,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00160000,160.0,73.25,86.05,89.65,1.0000000000000003e-05,2026-08-21,call,87.85,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00165000,165.0,68.25,80.95,84.75,1.0000000000000003e-05,2026-08-21,call,82.85,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00170000,170.0,63.35,76.15,79.65,1.0000000000000003e-05,2026-08-21,call,77.9,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00175000,175.0,75.56,87.55,90.8,0.8522963989257812,2026-08-21,call,89.175,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00180000,180.0,63.54,82.6,85.25,0.7475611181640626,2026-08-21,call,83.925,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00185000,185.0,58.64,77.6,80.25,0.70117486328125,2026-08-21,call,78.925,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00190000,190.0,68.03,72.65,75.9,0.7216824707031251,2026-08-21,call,74.275,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00195000,195.0,62.55,66.95,71.0,0.6210975390625001,2026-08-21,call,68.975,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00200000,200.0,55.6,62.0,65.95,0.5766643896484375,2026-08-21,call,63.975,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00210000,210.0,41.42,52.45,55.25,0.639652041015625,2026-08-21,call,53.85,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00220000,220.0,43.62,42.95,44.85,0.5031787963867188,2026-08-21,call,43.900000000000006,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00230000,230.0,33.87,33.15,35.0,0.4184628466796875,2026-08-21,call,34.075,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00235000,235.0,18.12,28.35,30.6,0.40930766479492187,2026-08-21,call,29.475,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00237500,237.5,14.8,26.0,28.15,0.38623660644531244,2026-08-21,call,27.075,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00240000,240.0,24.5,24.15,25.7,0.3626772717285156,2026-08-21,call,24.924999999999997,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00242500,242.5,21.97,21.6,23.0,0.32483585327148434,2026-08-21,call,22.3,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00245000,245.0,17.29,19.2,21.65,0.35657381713867187,2026-08-21,call,20.424999999999997,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00247500,247.5,18.0,16.35,20.3,0.3786683227539062,2026-08-21,call,18.325000000000003,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00250000,250.0,16.13,16.3,16.8,0.30408410766601557,2026-08-21,call,16.55,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00252500,252.5,14.0,13.4,14.9,0.2981027221679687,2026-08-21,call,14.15,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00255000,255.0,11.84,12.15,13.0,0.2887034020996093,2026-08-21,call,12.575,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00257500,257.5,10.85,10.5,11.4,0.28705546936035153,2026-08-21,call,10.95,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00260000,260.0,9.45,9.15,9.7,0.2776561492919921,2026-08-21,call,9.425,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00262500,262.5,8.0,7.75,8.15,0.26959958923339844,2026-08-21,call,7.95,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00265000,265.0,6.75,6.5,6.95,0.26947752014160153,2026-08-21,call,6.725,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00267500,267.5,5.2,4.5,5.9,0.27008786560058595,2026-08-21,call,5.2,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00270000,270.0,4.6,4.45,4.8,0.2644726873779296,2026-08-21,call,4.625,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00272500,272.5,3.74,3.6,4.2,0.27295648925781246,2026-08-21,call,3.9000000000000004,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00275000,275.0,3.01,2.87,3.2,0.2616040637207031,2026-08-21,call,3.035,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00277500,277.5,2.28,2.02,2.66,0.2643506182861328,2026-08-21,call,2.34,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00280000,280.0,1.95,1.82,2.0,0.25708750732421876,2026-08-21,call,1.9100000000000001,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00285000,285.0,1.1,0.89,1.24,0.2567213000488281,2026-08-21,call,1.065,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00290000,290.0,0.69,0.48,0.85,0.26563234375,2026-08-21,call,0.665,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00295000,295.0,0.5,0.01,0.65,0.2810130493164062,2026-08-21,call,0.33,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00300000,300.0,0.27,0.0,0.56,0.30225307128906254,2026-08-21,call,0.28,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00305000,305.0,0.22,0.0,0.4,0.31055376953124997,2026-08-21,call,0.2,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00310000,310.0,0.18,0.0,0.58,0.3627993408203125,2026-08-21,call,0.29,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00320000,320.0,0.07,0.0,0.49,0.40430283203125,2026-08-21,call,0.245,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00330000,330.0,0.16,0.0,0.39,0.4370173486328125,2026-08-21,call,0.195,263.3999938964844,0.18111124714395435,JNJ
JNJ260821C00340000,340.0,0.43,0.0,0.66,0.5297898583984376,2026-08-21,call,0.33,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00190000,190.0,63.25,72.55,75.35,0.5888712988281251,2026-08-28,call,73.94999999999999,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00195000,195.0,58.4,67.6,70.4,0.5578657495117189,2026-08-28,call,69.0,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00200000,200.0,53.5,62.7,65.45,0.5300339965820313,2026-08-28,call,64.075,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00210000,210.0,43.6,52.8,55.55,0.5937540625000001,2026-08-28,call,54.175,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00215000,215.0,38.7,47.85,50.6,0.5504195349121095,2026-08-28,call,49.225,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00220000,220.0,34.15,43.0,45.7,0.5105029418945313,2026-08-28,call,44.35,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00230000,230.0,26.89,33.2,35.95,0.4315242395019532,2026-08-28,call,34.575,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00235000,235.0,16.84,27.75,31.8,0.426885614013672,2026-08-28,call,29.775,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00240000,240.0,18.4,23.8,26.6,0.36676658630371095,2026-08-28,call,25.200000000000003,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00245000,245.0,10.8,19.4,22.15,0.3388127642822265,2026-08-28,call,20.775,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00250000,250.0,16.66,16.05,17.1,0.2825999475097656,2026-08-28,call,16.575000000000003,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00255000,255.0,12.2,12.2,13.55,0.2761302856445312,2026-08-28,call,12.875,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00260000,260.0,9.6,8.9,10.0,0.2569654382324219,2026-08-28,call,9.45,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00265000,265.0,6.85,6.15,7.7,0.2634961346435547,2026-08-28,call,6.925000000000001,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00270000,270.0,4.6,4.35,5.6,0.26166509826660156,2026-08-28,call,4.975,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00275000,275.0,3.32,2.64,3.95,0.2601392346191406,2026-08-28,call,3.295,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00280000,280.0,2.17,1.9,2.63,0.2559888854980469,2026-08-28,call,2.2649999999999997,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00285000,285.0,1.4,1.02,1.81,0.25879647460937505,2026-08-28,call,1.415,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00290000,290.0,0.98,0.75,1.15,0.2569654382324219,2026-08-28,call,0.95,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00295000,295.0,0.52,0.38,0.88,0.26929441650390623,2026-08-28,call,0.63,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00300000,300.0,0.5,0.16,0.61,0.274421318359375,2026-08-28,call,0.385,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00305000,305.0,0.39,0.0,0.66,0.3060372131347656,2026-08-28,call,0.33,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00310000,310.0,0.08,0.03,0.75,0.34107104248046877,2026-08-28,call,0.39,263.3999938964844,0.18111124714395435,JNJ
JNJ260828C00320000,320.0,0.43,0.0,0.32,0.33423517333984376,2026-08-28,call,0.16,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00195000,195.0,64.55,66.95,70.95,0.500005,2026-09-04,call,68.95,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00235000,235.0,29.49,28.05,32.0,0.397466962890625,2026-09-04,call,30.025,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00250000,250.0,16.8,16.35,17.9,0.2848582257080078,2026-09-04,call,17.125,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00260000,260.0,10.35,9.4,11.2,0.2687451055908203,2026-09-04,call,10.3,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00265000,265.0,7.11,6.8,8.85,0.2726513165283203,2026-09-04,call,7.824999999999999,263.3999938964844,0.18111124714395435,JNJ
JNJ260904C00280000,280.0,2.51,1.97,3.15,0.2520826745605469,2026-09-04,call,2.56,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00145000,145.0,0.05,0.0,1.06,1.1108442895507813,2026-08-21,put,0.53,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00150000,150.0,0.1,0.0,0.4,0.914063359375,2026-08-21,put,0.2,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00160000,160.0,0.49,0.0,0.0,0.500005,2026-08-21,put,0.49,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00165000,165.0,0.13,0.0,2.13,1.0161182006835938,2026-08-21,put,1.065,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00170000,170.0,0.59,0.0,2.13,0.9606937524414061,2026-08-21,put,1.065,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00175000,175.0,0.15,0.0,0.08,0.5664105859375,2026-08-21,put,0.04,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00180000,180.0,0.03,0.0,0.1,0.5429733203125001,2026-08-21,put,0.05,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00185000,185.0,0.15,0.0,0.3,0.579105771484375,2026-08-21,put,0.15,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00190000,190.0,0.39,0.0,0.31,0.5429733203125001,2026-08-21,put,0.155,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00195000,195.0,0.09,0.0,0.38,0.5190477783203125,2026-08-21,put,0.19,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00200000,200.0,0.02,0.0,0.1,0.43945873046875,2026-08-21,put,0.05,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00205000,205.0,0.11,0.05,0.37,0.49268085449218757,2026-08-21,put,0.21,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00210000,210.0,0.07,0.02,0.31,0.43848217773437503,2026-08-21,put,0.165,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00215000,215.0,0.1,0.0,0.37,0.41211525390625,2026-08-21,put,0.185,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00220000,220.0,0.17,0.01,0.52,0.3979552392578125,2026-08-21,put,0.265,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00225000,225.0,0.26,0.18,0.53,0.358404853515625,2026-08-21,put,0.355,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00230000,230.0,0.33,0.26,0.73,0.34107104248046877,2026-08-21,put,0.495,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00232500,232.5,0.41,0.01,0.82,0.3288641333007812,2026-08-21,put,0.415,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00235000,235.0,0.53,0.36,0.83,0.30799031860351556,2026-08-21,put,0.595,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00237500,237.5,0.69,0.48,0.94,0.29566134033203123,2026-08-21,put,0.71,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00240000,240.0,0.9,0.85,1.12,0.28711650390624993,2026-08-21,put,0.9850000000000001,263.3999938964844,0.18111124714395435,JNJ
JNJ260821P00242500,242.5,1.09,0.91,1.23,0.27149166015625,2026-08-21,put,1.07,263.3999938964844,0.18111124714395435,JNJ
